Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
5.673481562,-0.103340946,0.100792766,-0.113411494
5.683483125,-0.06775368,0.076567598,-0.052708942
5.693481562,-0.05651376,0.06717772,-0.014992379
5.703481562,-0.046163958,0.062220987,-0.004380777
5.713483125,-0.045099307,0.072919853,-0.002583087
5.723483125,-0.078923792,0.087755151,0.012217305
5.733481562,-0.130341187,0.071977377,0.044854961
5.743481562,-0.166993096,0.038816124,0.091245815
5.753481562,-0.171653137,0.009564404,0.145228848
5.763481562,-0.150482282,-0.016179202,0.197449103
5.773481562,-0.12135274,-0.053040557,0.232722208
5.783483125,-0.09985029,-0.080494583,0.241448849
5.793483125,-0.097860612,-0.102764986,0.236544475
5.803483125,-0.109083079,-0.125227377,0.234589711
5.813481562,-0.116640352,-0.156974912,0.23052308
5.823481562,-0.106290549,-0.178791523,0.219789311
5.833481562,-0.078312926,-0.178861335,0.202632725
5.843481562,-0.043458696,-0.182526529,0.183189765
5.853483125,-0.026424285,-0.197204754,0.162071273
5.863483125,-0.027925268,-0.203191236,0.142157063
5.873483125,-0.046547931,-0.181095362,0.113847829
5.883481562,-0.069254667,-0.172787592,0.080564395
5.893481562,-0.087947138,-0.161565125,0.050073497
5.903481562,-0.093951076,-0.136467293,0.02263692
5.913481562,-0.073775068,-0.111369461,0.004642576
5.923481562,-0.037734017,-0.070755646,-0.010227629
5.933483125,0.001640609,-0.021659536,-0.027855454
5.943483125,0.036686819,0.027314402,-0.039933134
5.953481562,0.048764501,0.08157669,-0.054436818
5.963481562,0.023998277,0.133866757,-0.076567598
5.973481562,-0.024556782,0.166626588,-0.101316363
5.983481562,-0.073775068,0.170832828,-0.128072262
5.993481562,-0.097145028,0.166905835,-0.153466806
6.003483125,-0.089535393,0.149051115,-0.167900667
6.013483125,-0.063268185,0.143710405,-0.164375111
6.023481562,-0.025342181,0.140900433,-0.135420099
6.033481562,0.011344641,0.143029734,-0.088819802
6.043481562,0.03790855,0.151023343,-0.040980332
6.053481562,0.037175514,0.158702791,-0.002303835
6.063481562,0.021991149,0.163293004,0.03408628
6.073483125,-0.002879793,0.175946638,0.069848076
6.083483125,-0.033789575,0.189158782,0.114895023
6.093481562,-0.05708972,0.187413454,0.169576183
6.103483125,-0.065851271,0.196611345,0.221970975
6.113481562,-0.056967545,0.146014243,0.252182633
6.123481562,-0.046233773,0.042062435,0.247958928
6.13348,-0.024556782,-0.061627574,0.223594129
6.143483125,0.008115781,-0.13402383,0.204866752
6.153483125,0.04033456,-0.169209674,0.204063892
6.163481562,0.055623643,-0.148300633,0.226735726
6.173481562,0.059061941,-0.099029981,0.268326908
6.183481562,0.050056044,-0.033283427,0.318208426
6.193481562,0.030752702,0.042463861,0.355802834
6.203481562,0.014974925,0.121789075,0.369800359
6.213483125,0.009424778,0.185074717,0.359485477
6.223483125,0.009354965,0.196227372,0.327825189
6.233481562,0.008779006,0.167429432,0.280823469
6.243481562,0.007173303,0.111421816,0.226910248
6.253481562,0.001134464,0.051277772,0.17544049
6.263481562,-0.010855948,0.032340951,0.134617239
6.273481562,-0.038920842,0.022026055,0.098837994
6.283483125,-0.078243107,0.050056044,0.071767941
6.293483125,-0.122888632,0.117408298,0.057735492
6.303483125,-0.168127567,0.179280221,0.052778758
6.313481562,-0.17659241,0.181741133,0.059079394
6.323481562,-0.137706473,0.201760054,0.074508108
6.333481562,-0.072291538,0.197449103,0.092484996
6.343481562,0.001204277,0.202807263,0.114598319
6.353483125,0.057857666,0.181130275,0.134564891
6.363483125,0.087964594,0.156189516,0.152890846
6.373483125,0.095434606,0.073530719,0.171862572
6.383481562,0.098593652,-0.031450834,0.192073479
6.393481562,0.110514246,-0.092327915,0.203802094
6.403481562,0.146939263,-0.152314886,0.19739674
6.413481562,0.181479335,-0.18193312,0.179664195
6.423481562,0.200747773,-0.190939024,0.164916158
6.433483125,0.189804554,-0.19376646,0.153746054
6.443483125,0.14414674,-0.18636626,0.142157063
6.453481562,0.070982538,-0.169960156,0.119834304
6.463481562,-0.014695672,-0.138090447,0.09351474
6.473481562,-0.104248516,-0.103428215,0.060510565
6.483481562,-0.173450828,-0.093444929,0.034365531
6.493481562,-0.197274566,-0.096865773,0.027715828
6.503483125,-0.175615028,-0.123743847,0.042620942
6.513483125,-0.117408298,-0.160500482,0.066130526
6.523481562,-0.062849306,-0.195110351,0.094701566
6.533481562,-0.030054569,-0.225863054,0.14529866
6.543481562,-0.041364305,-0.273789793,0.213750467
6.553481562,-0.083199844,-0.285919845,0.259198844
6.563481562,-0.110950582,-0.298608392,0.274557739
6.573483125,-0.116675258,-0.359345824,0.285553306
6.583483125,-0.104545221,-0.400413424,0.290579855
6.593481562,-0.072919853,-0.463681608,0.281800866
6.603481562,-0.037524577,-0.516408026,0.273667634
6.613481562,-0.02539454,-0.539551079,0.279619187
6.623481562,-0.070074968,-0.483578384,0.314543247
6.633481562,-0.180152878,-0.357129276,0.325835526
6.643483125,-0.330059201,-0.180257604,0.312344134
6.653483125,-0.457712591,0.010297443,0.295013011
6.663481562,-0.503510058,0.152663946,0.290283173
6.673481562,-0.463838696,0.238883212,0.295379519
6.683481562,-0.394706219,0.284401387,0.268501461
6.693481562,-0.322641551,0.244939506,0.192125842
6.703481562,-0.245236218,0.141581103,0.083932884
6.713483125,-0.165090695,-0.339675963,-0.045779984
6.723483125,-0.036407568,-0.718586981,-0.158842415
6.733481562,0.195267439,-1.287093043,-0.205303073
6.743481562,0.455548376,-1.922742009,-0.327353954
6.753481562,0.67743212,-2.182499409,-0.451586485
6.763481562,0.81328851,-2.324656487,-0.562955976
6.773481562,0.88404417,-2.587921858,-0.737593591
6.783483125,0.965568483,-2.683286667,-0.919526696
6.793483125,0.925862253,-2.485942364,-1.063655972
6.803483125,0.754470944,-2.285770416,-1.17748642
6.813481562,0.561891317,-2.026554108,-1.27635932
6.823481562,0.426139593,-1.743810773,-1.359489322
6.833481562,0.37240091,-1.534563303,-1.419772983
6.843481562,0.409349531,-1.357220411,-1.47431457
6.853481562,0.508449316,-1.167695045,-1.538472772
6.863483125,0.627550602,-1.001609564,-1.613190413
6.873483125,0.737419069,-0.904010713,-1.671449423
6.883481562,0.843360543,-0.853919804,-1.709392905
6.893481562,0.965114713,-0.801577389,-1.772469163
6.903481562,1.098388076,-0.73614496,-1.877799749
6.913481562,1.225622535,-0.668862522,-2.005400658
6.923481562,1.321284056,-0.605367422,-2.128830433
6.933483125,1.362980008,-0.520474613,-2.230879784
6.943483125,1.350588083,-0.386433363,-2.309978247
6.953481562,1.296954155,-0.231832087,-2.373002052
6.963481562,1.227524996,-0.094073243,-2.417734861
6.973481562,1.176945329,0.033772122,-2.452466726
6.983481562,1.167293668,0.137444675,-2.479519367
6.993481562,1.198692083,0.213802829,-2.500812531
7.003483125,1.255520105,0.22652629,-2.505769253
7.013481562,1.316048026,0.179454759,-2.475208521
7.023481562,1.399474859,0.140813157,-2.430720091
7.033481562,1.525103569,0.173939511,-2.418921709
7.043481562,1.662670493,0.284942448,-2.467057705
7.053481562,1.753584623,0.432544947,-2.575390339
7.063481562,1.764056683,0.603499949,-2.712311506
7.073483125,1.677976966,0.760108352,-2.834205151
7.083483125,1.503670931,0.809099734,-2.867924929
7.093481562,1.297617435,0.789656758,-2.802614689
7.103481562,1.135074854,0.765798092,-2.687737226
7.113481562,1.048384428,0.722130001,-2.57329607
7.123481562,1.02571249,0.668705463,-2.490672112
7.13348,1.028697014,0.661322713,-2.441453934
7.143483125,1.016566992,0.725184321,-2.418694735
7.153483125,0.962636352,0.810426176,-2.401520729
7.163481562,0.851040006,0.885108829,-2.375689745
7.173481562,0.684814811,0.94650948,-2.32322526
7.183481562,0.492619187,0.983318508,-2.231734991
7.193481562,0.302517921,0.983789742,-2.089368582
7.203481562,0.131789818,0.906628728,-1.889458537
7.213483125,0.002460914,0.747053266,-1.640120745
7.223483125,-0.069097586,0.550057948,-1.364463449
7.233481562,-0.079621918,0.346046418,-1.088352442
7.243481562,-0.039357174,0.156241879,-0.859400094
7.253481562,0.039880775,-0.049829151,-0.647499681
7.263481562,0.150290295,-0.255044967,-0.47923249
7.273481562,0.277193189,-0.438182354,-0.335225374
7.283483125,0.395526528,-0.528764963,-0.204657301
7.293483125,0.462233007,-0.543303549,-0.078941241
7.303483125,0.436995536,-0.530004144,0.050981067
7.313481562,0.322920829,-0.513737679,0.188076675
7.323481562,0.147462875,-0.482234478,0.327807724
7.333481562,-0.054349553,-0.432771832,0.457817316
7.343481562,-0.250681639,-0.392140567,0.571263731
7.353481562,-0.413625568,-0.385944664,0.659612298
7.363481562,-0.52895695,-0.426139593,0.729983985
7.373483125,-0.586989105,-0.497767895,0.796777725
7.383481562,-0.595872879,-0.583323956,0.862070501
7.393481562,-0.585505605,-0.670538068,0.937747955
7.403481562,-0.572328389,-0.741154075,1.033007979
7.413506562,-0.568314135,-0.792990327,1.134149909
7.423481562,-0.578943193,-0.849730968,1.232743502
7.433483125,-0.608404338,-0.892212331,1.335246682
7.443483125,-0.650745988,-0.94366461,1.425183535
7.453481562,-0.704554498,-1.030267835,1.503095031
7.463481562,-0.751207173,-1.109802485,1.584427357
7.473481562,-0.791471899,-1.125283599,1.685080528
7.483481562,-0.834965527,-1.070742011,1.80259347
7.493481562,-0.885667324,-0.957347989,1.918186665
7.503483125,-0.949651122,-0.833970666,2.013429165
7.513483125,-1.037929893,-0.704676688,2.103819847
7.523481562,-1.144272804,-0.591369927,2.173667908
7.533481562,-1.262989998,-0.501014233,2.219971418
7.543481562,-1.384866357,-0.372889608,2.230583191
7.553481562,-1.515207529,-0.207938522,2.216114283
7.563481562,-1.645077586,-0.065606929,2.192430258
7.573483125,-1.751874208,0.09836676,2.121465206
7.583483125,-1.864517808,0.296915412,1.982746363
7.593481562,-2.034146309,0.461883932,1.837726951
7.603481562,-2.268770933,0.530248463,1.745556116
7.613481562,-2.556680441,0.38332665,1.747022271
7.623481562,-2.790275335,0.077841684,1.812524438
7.633481562,-2.852443933,-0.208374858,1.877729893
7.643483125,-2.731876612,-0.385368705,1.868270278
7.653483125,-2.483062506,-0.435093135,1.757476687
7.663481562,-2.223881006,-0.357094377,1.559696078
7.673481562,-2.076976776,-0.277769148,1.343694091
7.683481562,-2.114588499,-0.312815368,1.207820177
7.693481562,-2.258525848,-0.498884916,1.222934723
7.703481562,-2.322282791,-0.650274754,1.350605607
7.713483125,-2.186164618,-0.580897927,1.46375525
7.723483125,-1.920141459,-0.350688994,1.472412109
7.733483125,-1.648376226,-0.041346848,1.35053575
7.743481562,-1.477246642,0.253858149,1.136331558
7.753481562,-1.450246453,0.453279465,0.910922229
7.763481562,-1.533498645,0.50516808,0.757193625
7.773481562,-1.653193355,0.455705464,0.673993766
7.783483125,-1.678797245,0.410658509,0.642892003
7.793483125,-1.555419922,0.402403116,0.6028018
7.803483125,-1.322331309,0.46034804,0.515151381
7.813481562,-1.047249913,0.590235472,0.379696369
7.823481562,-0.801804245,0.774210572,0.227067336
7.833481562,-0.634392262,0.949738383,0.09021607
7.843481562,-0.553374112,1.06723392,-0.018046705
7.853481562,-0.535414636,1.085263133,-0.081437066
7.863483125,-0.532098532,1.022012472,-0.080494583
7.873483125,-0.498919815,0.913103878,-0.028501227
7.88348,-0.419594616,0.76537925,0.015463617
7.893481562,-0.272602975,0.643433094,0.078714348
7.903481562,-0.138840944,0.544001698,0.134687051
7.913481562,-0.036599554,0.44624579,0.139591426
7.923481562,0.06939429,0.362557232,0.144583076
7.933483125,0.17453292,0.325172305,0.129974663
7.943483125,0.253543973,0.344353467,0.108472213
7.953481562,0.295047909,0.363482267,0.111805789
7.963481562,0.323950559,0.384496033,0.162612319
7.973481562,0.326481283,0.388510287,0.233909026
7.983481562,0.315066844,0.375594854,0.276355445
7.993481562,0.309185088,0.346290767,0.280648947
8.003483125,0.310249716,0.299062163,0.245218754
8.013483125,0.317806989,0.259582818,0.172874868
8.023481562,0.319761783,0.242024809,0.088121675
8.033481562,0.323357135,0.238795951,-0.00991347
8.043481562,0.320477366,0.22755602,-0.079429932
8.053481562,0.294698834,0.211586267,-0.080983274
8.063481562,0.255603462,0.216892064,-0.029234264
8.073483125,0.220522344,0.223960653,0.028501227
8.083483125,0.2099282,0.170745566,0.057334065
8.093481562,0.230802342,0.069429196,0.045832347
8.103481562,0.275971472,-0.05318018,0.000418879
8.113481562,0.355733007,-0.173223928,-0.045971971
8.123481562,0.453803062,-0.263858885,-0.063913956
8.13348,0.543931842,-0.315223902,-0.04988151
8.143483125,0.610865235,-0.308993101,-0.017383479
8.153483125,0.646243036,-0.267070293,0.016283922
8.163481562,0.652822971,-0.221831352,0.042917646
8.173481562,0.643206179,-0.183451563,0.044453535
8.183481562,0.634688973,-0.155578643,0.021223204
8.193481562,0.627009511,-0.12397074,-0.018901916
8.203481562,0.612662911,-0.093549646,-0.075398222
8.213483125,0.587181091,-0.051434852,-0.137043253
8.223483125,0.550983012,-0.003874631,-0.184376583
8.233483125,0.513475835,0.043703046,-0.207641825
8.243481562,0.473019123,0.089395761,-0.215705246
8.253481562,0.445477843,0.113533668,-0.222110599
8.263481562,0.452336967,0.102223933,-0.217712373
8.273481562,0.501049101,0.067561693,-0.195651412
8.283483125,0.569884896,0.016126841,-0.163066104
8.293483125,0.652456403,-0.048624873,-0.129102007
8.303483125,0.708498955,-0.107721724,-0.103655107
8.313481562,0.716091156,-0.16964601,-0.088488191
8.323481562,0.675320268,-0.216700077,-0.078120939
8.333481562,0.607025504,-0.255236953,-0.068451814
8.343481562,0.548068285,-0.293075681,-0.064926244
8.353481562,0.523738384,-0.32655111,-0.070371673
8.363483125,0.538224638,-0.346727103,-0.086114548
8.373483125,0.571420789,-0.348437518,-0.101787604
8.383481562,0.598508298,-0.359310925,-0.109763756
8.393481562,0.601475358,-0.381773323,-0.109222703
8.403481562,0.572747231,-0.40926227,-0.097633719
8.413481562,0.520387352,-0.449003398,-0.084892817
8.423481562,0.451080352,-0.515779674,-0.067544244
8.433483125,0.379347324,-0.593272328,-0.044261549
8.443483125,0.32655111,-0.635980546,-0.023143066
8.453481562,0.295466781,-0.601929128,-0.011780973
8.463481562,0.268902868,-0.503143489,-0.014119714
8.473481562,0.220644519,-0.392786354,-0.020926498
8.483481562,0.148876578,-0.295571506,-0.027070057
8.493481562,0.069690995,-0.205844134,-0.030543262
8.503483125,-0.005846853,-0.122626834,-0.025167648
8.513483125,-0.066531949,-0.056443948,0.000488692
8.523481562,-0.107093401,-0.010297443,0.041172318
8.533481562,-0.120078653,0.013631022,0.080738932
8.543481562,-0.111037843,0.028693212,0.108681649
8.553481562,-0.089099057,0.032794736,0.11986921
8.563481562,-0.064612091,0.025132742,0.102258839
8.573483125,-0.041521382,0.018779743,0.066776298
8.583481562,-0.016598081,0.000558505,0.029932396
8.593481562,0.019024089,-0.031258848,0.0145735
8.603481562,0.066898473,-0.06263987,0.03148574
8.613481562,0.114860117,-0.086481065,0.070616022
8.623481562,0.146956727,-0.095626593,0.116081849
8.633481562,0.150726631,-0.094108149,0.144705251
8.643483125,0.129328892,-0.102520637,0.14915584
8.653483125,0.0988729,-0.122626834,0.123935826
8.663481562,0.076445423,-0.14348352,0.083863072
8.673481562,0.070074968,-0.181566596,0.048310712
8.683481562,0.088418379,-0.250210404,0.045553092
8.693481562,0.143029734,-0.299131989,0.080058254
8.703481562,0.226142317,-0.331822008,0.120043747
8.713483125,0.324002922,-0.349397451,0.148352981
8.723483125,0.414864749,-0.348385185,0.138439521
8.733483125,0.488046408,-0.353097558,0.094631754
8.743481562,0.543827116,-0.362208188,0.036459927
8.753481562,0.597251654,-0.371283889,-0.026860617
8.763481562,0.661095798,-0.386817306,-0.088889621
8.773481562,0.726859808,-0.413433582,-0.151983276
8.783483125,0.789150596,-0.442877293,-0.213872641
8.793483125,0.835000396,-0.456874847,-0.262794226
8.803483125,0.864479005,-0.483072221,-0.281905591
8.813481562,0.885021567,-0.51131165,-0.262113541
8.823481562,0.900694609,-0.536636412,-0.210643783
8.833481562,0.923436224,-0.563409746,-0.157742858
8.843481562,0.959686756,-0.584074438,-0.14323917
8.853481562,1.008817792,-0.599939466,-0.1879545
8.863483125,1.055749655,-0.614443183,-0.271224171
8.873483125,1.070026398,-0.6510427,-0.352731049
8.883481562,1.055697322,-0.686699808,-0.393973172
8.893481562,1.048995256,-0.680085003,-0.367339432
8.903481562,1.052136779,-0.674726844,-0.288904339
8.913481562,1.062957883,-0.709738135,-0.195407063
8.923481562,1.08772409,-0.737837911,-0.112311937
8.933483125,1.109540701,-0.736459136,-0.064018674
8.943483125,1.080411196,-0.714886844,-0.078993604
8.953481562,0.949110031,-0.662282646,-0.15838863
8.963481562,0.728919327,-0.518310428,-0.297665894
8.973481562,0.442144245,-0.288851976,-0.496598542
8.983481562,0.133570045,-0.027035151,-0.734033108
8.993481562,-0.149487451,0.229772598,-0.981887341
9.003483125,-0.369521111,0.443435788,-1.21446991
9.013483125,-0.514383435,0.598857343,-1.411273241
9.023481562,-0.584283888,0.684064329,-1.55978334
9.033481562,-0.582014918,0.684361041,-1.648550749
9.043481562,-0.496197104,0.598194122,-1.662268996
9.053481562,-0.315031916,0.429001927,-1.624203444
9.063481562,-0.052761301,0.208427221,-1.578877211
9.073483125,0.296845585,-0.034662239,-1.558648825
9.083483125,0.67800808,-0.23734732,-1.573344469
9.093481562,1.026567698,-0.385892302,-1.628130436
9.103481562,1.276446581,-0.504644513,-1.706879616
9.113481562,1.391551018,-0.55806905,-1.787199736
9.123481562,1.373155236,-0.507541716,-1.857204795
9.13348,1.242465019,-0.378788799,-1.922776818
9.143483125,1.047180057,-0.159557998,-1.984264851
9.153483125,0.851092339,0.082257368,-2.040621519
9.163481562,0.704868674,0.287403375,-2.075947046
9.173481562,0.635648906,0.501310945,-2.071147203
9.183481562,0.641059458,0.725777686,-2.01225996
9.193481562,0.691342354,0.933349729,-1.895305395
9.203481562,0.748170316,1.113432765,-1.717194557
9.213483125,0.783408463,1.265817523,-1.493548036
9.223483125,0.778992832,1.373364687,-1.244891047
9.233483125,0.733998239,1.453632355,-0.987175703
9.243481562,0.651513934,1.533254266,-0.739740372
9.253481562,0.544577658,1.584968448,-0.510246992
9.263481562,0.450940728,1.605615616,-0.288904339
9.273481562,0.412630737,1.626629353,-0.069935344
9.283483125,0.435040772,1.644414306,0.144443452
9.293483125,0.492933333,1.6349895,0.36044541
9.303483125,0.549394727,1.596854091,0.588507593
9.313481562,0.587512732,1.556327581,0.809134662
9.323481562,0.615071476,1.510076284,1.042851686
9.333481562,0.632856369,1.484611988,1.27920413
9.343481562,0.645928919,1.468258262,1.504229426
9.353481562,0.666872859,1.463196754,1.706356049
9.363483125,0.689160705,1.480178833,1.859962463
9.373483125,0.692075431,1.518680811,1.954751253
9.383481562,0.650571465,1.565769792,2.000810623
9.393481562,0.555904806,1.6325984,2.025053263
9.403481562,0.408564121,1.710265636,2.046765089
9.413481562,0.218096346,1.796380162,2.075528145
9.423481562,0.008098328,1.833538175,2.11455369
9.433483125,-0.202894524,1.79381454,2.151153088
9.443483125,-0.410134912,1.670786262,2.174802303
9.453481562,-0.603203237,1.48515296,2.169985294
9.463481562,-0.771732211,1.307234168,2.11537385
9.473481562,-0.903853655,1.155477762,2.024756432
9.483481562,-1.000649571,1.06257391,1.934749842
9.493481562,-1.07349968,1.033304691,1.884641409
9.503483125,-1.120902777,1.032624006,1.892268538
9.513483125,-1.136732936,1.054004312,1.942045331
9.523481562,-1.11753428,1.060549259,2.016570807
9.533481562,-1.067338705,1.028627276,2.072752953
9.543481562,-0.983894467,0.965027452,2.059122086
9.553481562,-0.902073443,0.92478013,1.928606272
9.563481562,-0.868091881,0.893905282,1.687803149
9.573483125,-0.889454663,0.909054756,1.408899546
9.583483125,-0.957208395,1.014629722,1.113851666
9.593483125,-1.091249704,1.148862958,0.880588412
9.603481562,-1.264735341,1.209443331,0.76777035
9.613481562,-1.433508754,1.177957654,0.765187263
9.623481562,-1.54465127,1.062731028,0.845158219
9.633481562,-1.549032092,0.9051103,0.943088651
9.643483125,-1.456197977,0.759968698,0.973335207
9.653525312,-1.316781044,0.606083035,0.900485158
9.663481562,-1.200734138,0.475846559,0.75639081
9.673481562,-1.141235828,0.404584765,0.577354908
9.683481562,-1.139996648,0.348856419,0.394025534
9.693481562,-1.179406285,0.276564866,0.233525053
9.703481562,-1.220316768,0.208531931,0.11269591
9.713483125,-1.235256791,0.178145751,0.028710665
9.723483125,-1.210158944,0.180170342,-0.04012512
9.733483125,-1.155739546,0.137078166,-0.108507119
9.743481562,-1.073168039,0.030839968,-0.172106922
9.753481562,-0.951780379,-0.125297189,-0.245393291
9.763481562,-0.788958609,-0.311785609,-0.330425739
9.773481562,-0.59517473,-0.497802794,-0.419769138
9.783481562,-0.409977853,-0.649751186,-0.493160218
9.793483125,-0.278816342,-0.735726118,-0.533774018
9.803483125,-0.20685643,-0.719302535,-0.54681164
9.813481562,-0.201672792,-0.61587435,-0.555503368
9.823481562,-0.267803311,-0.445425481,-0.591980755
9.833481562,-0.361265689,-0.286443442,-0.653067291
9.843481562,-0.440189481,-0.171042264,-0.755465746
9.853481562,-0.393344849,-0.090163708,-0.82636106
9.863483125,-0.282149941,-0.0832173,-0.834808409
9.873483125,-0.119712137,-0.224449337,-0.806952953
9.883481562,0.072431162,-0.437431872,-0.765449047
9.893481562,0.232966542,-0.608212352,-0.727924466
9.903481562,0.302325934,-0.663120389,-0.697992086
9.913481562,0.271189272,-0.616502643,-0.681044936
9.923481562,0.17475982,-0.511817813,-0.673609793
9.933483125,0.054820791,-0.372592896,-0.672283351
9.943483125,-0.043196898,-0.216054305,-0.670223892
9.953481562,-0.083583817,-0.103742369,-0.662247717
9.963481562,-0.04160865,-0.044418629,-0.640553296
9.973481562,0.062849306,-0.024626596,-0.612453461
9.983481562,0.186750233,-0.045989424,-0.590427458
9.993481562,0.276215792,-0.091559969,-0.572607636
10.00348313,0.30173251,-0.132627577,-0.550005615
10.01348313,0.271957189,-0.147619948,-0.512533367
10.02348156,0.215722695,-0.131370932,-0.469929904
10.03348156,0.161477864,-0.03499385,-0.421985716
10.04348156,0.134983763,0.098262034,-0.371074438
10.05348156,0.134076193,0.21287781,-0.319412708
10.06348156,0.154548898,0.289986461,-0.278118223
10.07348313,0.199316606,0.311942697,-0.249808982
10.08348313,0.258518159,0.287246287,-0.235776529
10.09348156,0.305834055,0.227887645,-0.228655592
10.10348156,0.329238921,0.184446394,-0.225461632
10.11348156,0.300772578,0.172072008,-0.22504276
10.12348156,0.22176154,0.192248017,-0.214535877
10.13348156,0.119851761,0.25258404,-0.185772851
10.14348156,0.03515093,0.329238921,-0.15063937
10.15348313,-0.006736971,0.383344114,-0.126536369
10.16348156,-0.007609636,0.415336013,-0.129695415
10.17348156,0.013648475,0.461657047,-0.146153867
10.18348156,0.048205994,0.487348288,-0.166347325
10.19348156,0.082728609,0.502078891,-0.16519542
10.20348156,0.071977377,0.520649195,-0.1471138
10.21348313,0.030403635,0.530737162,-0.11894419
10.22348313,-0.014486233,0.5363397,-0.072640605
10.23348313,-0.075241141,0.529620171,-0.044645522
10.24348156,-0.118088976,0.51176542,-0.028274333
10.25348156,-0.115924768,0.498343855,-0.020228365
10.26348156,-0.083112575,0.515046656,-0.02872812
10.27348156,-0.04145157,0.551209867,-0.057019908
10.28348156,-0.004607669,0.5980196,-0.07827802
10.29348313,-0.007487462,0.657360792,-0.103096597
10.30348313,-0.026110126,0.714625061,-0.145351022
10.31348156,-0.037332594,0.763127744,-0.163554803
10.32348156,-0.079063416,0.761836231,-0.205390349
10.33348156,-0.114528507,0.727715015,-0.222738922
10.34348156,-0.193260312,0.641199052,-0.199962378
10.35348156,-0.443051815,0.574894011,-0.120061196
10.36348313,-0.649053037,0.324369431,0.020106193
10.37348313,-0.665912926,0.092415184,0.083775803
10.38348156,-0.508798361,-0.043353979,0.083932884
10.39348156,-0.240419105,-0.091856681,0.021886429
10.40348156,0.005218534,-0.070842914,-0.052796211
10.41348156,0.124023095,-0.094160512,-0.0879995
10.42348156,0.119677223,-0.116308741,-0.095434606
10.43348313,0.027471483,-0.139643788,-0.078243107
10.44348313,-0.112486467,-0.164584547,-0.03869395
