Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
1.283483125,-0.532674491,-1.063097477,-0.357932121
1.293483125,-0.645073712,-1.160137773,-0.644550085
1.30348625,-0.713019371,-1.390050054,-0.882909715
1.313481562,-0.727505565,-1.643751025,-1.056866646
1.323481562,-0.744470179,-1.688606024,-1.22572732
1.333481562,-0.801839173,-1.527616858,-1.394256234
1.343481562,-0.899158716,-1.363206863,-1.551929355
1.353483125,-1.037633181,-1.275696039,-1.717508674
1.363483125,-1.214208126,-1.252273679,-1.899319649
1.373481562,-1.40355885,-1.263077378,-2.097117901
1.383481562,-1.578755021,-1.34826684,-2.266763926
1.393481562,-1.71452415,-1.564617872,-2.364223003
1.403481562,-1.789520979,-1.856803417,-2.386301517
1.413481562,-1.808649778,-2.060134172,-2.361936569
1.423483125,-1.837831736,-2.095878601,-2.3342731
1.433483125,-1.913945556,-2.049924135,-2.320327997
1.443483125,-2.027252197,-2.018420935,-2.316959381
1.453481562,-2.134921551,-1.997476935,-2.311880589
1.463481562,-2.194018602,-1.910158157,-2.282908201
1.473481562,-2.190964222,-1.74375844,-2.231385946
1.483481562,-2.155830622,-1.55681622,-2.16188693
1.493481562,-2.127975225,-1.430105329,-2.071234465
1.503483125,-2.135584831,-1.419842839,-1.964560032
1.513483125,-2.154120207,-1.519152045,-1.843748331
1.523481562,-2.151083469,-1.700229883,-1.716042638
1.533481562,-2.080502272,-1.902845263,-1.58765626
1.543481562,-1.921206117,-2.074795008,-1.436964512
1.553481562,-1.689182043,-2.208015919,-1.254088879
1.563481562,-1.398881435,-2.322963476,-1.034718394
1.573483125,-1.074005842,-2.386894941,-0.786270797
1.583483125,-0.793129981,-2.37727809,-0.544455469
1.593481562,-0.609503865,-2.330991983,-0.316899419
1.603481562,-0.531190932,-2.244475842,-0.091996305
1.613481562,-0.532761753,-2.117642879,0.137025803
1.623481562,-0.581945121,-1.969080448,0.363813877
1.633481562,-0.646225631,-1.807288408,0.563339949
1.643483125,-0.705811143,-1.63544333,0.730053782
1.653481562,-0.739129484,-1.450804949,0.864147425
1.663481562,-0.735045433,-1.251977086,0.971275747
1.673481562,-0.705392241,-1.064406514,1.063516378
1.683481562,-0.667309165,-0.874095798,1.146157742
1.693481562,-0.595733225,-0.673173487,1.228432536
1.703481562,-0.480332077,-0.442964554,1.328527212
1.713483125,-0.340286851,-0.177081108,1.429843545
1.723483125,-0.23699826,0.096638881,1.506742716
1.733481562,-0.209439516,0.380900651,1.549834967
1.743481562,-0.248447612,0.719250202,1.522712469
1.753481562,-0.355418861,1.152981997,1.422635317
1.763481562,-0.521260023,1.675306678,1.274020553
1.773481562,-0.692354679,2.253185034,1.101424932
1.783483125,-0.820409477,2.769488335,0.971886575
1.793483125,-0.879907727,3.129026175,0.914535046
1.803481562,-0.876312375,3.371243,0.921080053
1.813481562,-0.837635875,3.518601179,0.987734199
1.823481562,-0.762848496,3.595029116,1.142038703
1.833481562,-0.687013924,3.586093187,1.34224546
1.843481562,-0.623187244,3.550139427,1.585683942
1.853483125,-0.585488141,3.510258436,1.82931447
1.863483125,-0.558819532,3.39342618,2.087082148
1.873483125,-0.492531925,3.155799627,2.337868452
1.883481562,-0.349694163,2.886285782,2.52505517
1.893481562,-0.134861588,2.592355013,2.631747007
1.903481562,0.123028256,2.302211523,2.649566889
1.913481562,0.379015684,2.055369616,2.585042
1.923483125,0.561856389,1.846436143,2.491370201
1.933481562,0.640937269,1.601671219,2.438486814
1.943483125,0.661060929,1.354096293,2.442309141
1.953481562,0.678269863,1.124445796,2.488176346
1.963481562,0.758886635,0.923558414,2.511720657
1.973481562,0.920521557,0.847113013,2.444159031
1.983481562,1.099470139,0.918200254,2.257112026
1.993481562,1.223563075,1.036132216,1.99168241
2.003483125,1.229514599,1.128407717,1.713319898
2.013483125,1.108458638,1.176596284,1.480475545
2.023481562,0.909892499,1.183874249,1.336695313
2.033481562,0.719599247,1.187312603,1.287250161
2.043481562,0.610219479,1.215604424,1.291386604
2.053481562,0.589624584,1.248852849,1.300497174
2.063481562,0.61896354,1.271297812,1.268767118
2.073483125,0.642333508,1.288489342,1.18136096
2.083483125,0.617567301,1.278348923,1.037144423
2.093481562,0.53497833,1.198866606,0.860290229
2.103481562,0.424254626,1.062748432,0.683558226
2.113481562,0.335365027,0.875614226,0.527455926
2.123481562,0.315991849,0.687258303,0.417709649
2.13348,0.361265689,0.543757319,0.370201796
2.143481562,0.440503657,0.427797645,0.395648688
2.153481562,0.548103213,0.300790042,0.49209559
2.163481562,0.696124554,0.174794719,0.613867223
2.173481562,0.894673228,0.101124376,0.673889101
2.183481562,1.142195821,0.077230819,0.621389568
2.193481562,1.334077358,-0.049968775,0.54318136
2.203481562,1.399946094,-0.191654608,0.479249954
2.213483125,1.343432307,-0.242967278,0.409384429
2.223483125,1.173541903,-0.225426719,0.298521101
2.233481562,0.904900849,-0.186348811,0.152157798
2.243481562,0.604459882,-0.123866014,-0.001396263
2.253481562,0.36510542,-0.025569074,-0.154705986
2.263481562,0.225775793,0.115575701,-0.318592399
2.273481562,0.163694426,0.252060443,-0.493090421
2.283483125,0.134983763,0.355628282,-0.659961343
2.293483125,0.103986718,0.457485706,-0.804701507
2.303481562,0.075904369,0.557335973,-0.920608819
2.313481562,0.073373638,0.626765192,-1.0054667
2.323481562,0.093776539,0.660013735,-1.053550601
2.333481562,0.117809728,0.671463072,-1.079538465
2.343481562,0.142069802,0.645963788,-1.1233114
2.353483125,0.163048655,0.536392033,-1.184712052
2.363483125,0.161477864,0.372313648,-1.246758461
2.373483125,0.131021872,0.208427221,-1.302958131
2.383481562,0.084840454,0.056984998,-1.353572607
2.393481562,0.035587262,-0.095015727,-1.397764325
2.403481562,-0.009058258,-0.248971224,-1.438290954
2.413506562,-0.054750979,-0.377270371,-1.47843349
2.423483125,-0.097302109,-0.46933648,-1.52337575
2.433483125,-0.148160994,-0.547370136,-1.581739545
2.443483125,-0.214151904,-0.60985297,-1.656509399
2.453481562,-0.31026718,-0.672283351,-1.740529537
2.463481562,-0.422212601,-0.765518844,-1.823991179
2.47348625,-0.524087489,-0.876521826,-1.904922128
2.483481562,-0.586779714,-0.987734199,-1.98508513
2.493481562,-0.602697074,-1.073342562,-2.059069633
2.503483125,-0.588333011,-1.094740272,-2.11966753
2.513483125,-0.577442169,-1.057477593,-2.162881851
2.523489375,-0.592068017,-0.98918283,-2.186932564
2.533481562,-0.627498209,-0.928916574,-2.192866564
2.543481562,-0.661532164,-0.90123564,-2.190527916
2.553481562,-0.678426921,-0.896523297,-2.198346853
2.563481562,-0.667379022,-0.903452218,-2.21342659
2.573483125,-0.632856369,-0.962828338,-2.231839657
2.583483125,-0.585889578,-1.097201228,-2.240863085
2.593481562,-0.534245253,-1.247613668,-2.233270884
2.603481562,-0.484311402,-1.376785517,-2.212204933
2.613481562,-0.448026031,-1.476513624,-2.177560091
2.623481562,-0.419385165,-1.563780069,-2.134816885
2.633481562,-0.394566596,-1.636106491,-2.08453393
2.643483125,-0.375874102,-1.690613151,-2.027863026
2.653483125,-0.356710404,-1.71213305,-1.992171168
2.663481562,-0.353080094,-1.689513564,-1.998401999
2.673487812,-0.382087469,-1.641534567,-2.044513702
2.683481562,-0.446088701,-1.579732418,-2.099700928
2.693481562,-0.529131472,-1.514282584,-2.145620584
2.703481562,-0.623850465,-1.419877648,-2.167891026
2.713483125,-0.701238394,-1.310916781,-2.168484211
2.723483125,-0.742899418,-1.194520831,-2.14947772
2.733481562,-0.730926454,-1.059903502,-2.1162467
2.743481562,-0.663033128,-0.942041457,-2.072648287
2.753481562,-0.552937746,-0.865770578,-2.019607782
2.763481562,-0.431794465,-0.814021587,-1.968975782
2.773483125,-0.328959644,-0.779376745,-1.919530511
2.783483125,-0.277838975,-0.780389071,-1.86708343
2.793483125,-0.295065373,-0.818786323,-1.81339705
2.803481562,-0.362539798,-0.88428849,-1.749657631
2.813481562,-0.42348668,-0.96745348,-1.68471396
2.823489375,-0.431707203,-1.038209081,-1.615773439
2.833481562,-0.366676211,-1.065348983,-1.525121093
2.843481562,-0.245794713,-1.058995962,-1.415409684
2.853483125,-0.103550382,-1.030424953,-1.290112495
2.863483125,-0.006649705,-0.974487126,-1.198395371
2.873487812,-0.012915436,-0.878494024,-1.163436532
2.883481562,-0.131196395,-0.802956164,-1.166962028
2.893481562,-0.31311208,-0.75968945,-1.194119334
2.903481562,-0.486545444,-0.750386834,-1.232918024
2.913481562,-0.581002653,-0.759113491,-1.267650127
2.923483125,-0.565172493,-0.777893245,-1.291089892
2.933483125,-0.465025514,-0.790773749,-1.296116352
2.943483125,-0.335015953,-0.765990078,-1.27635932
2.953481562,-0.219457701,-0.698428392,-1.227315545
2.963481562,-0.165928453,-0.584440947,-1.170016408
2.973481562,-0.191986218,-0.451115251,-1.11547482
2.983481562,-0.256249249,-0.295484245,-1.076204896
2.993481562,-0.310598791,-0.129887402,-1.064703226
3.003483125,-0.320564628,0.03031637,-1.070916533
3.013483125,-0.271957189,0.178913698,-1.085961342
3.023481562,-0.166609123,0.300720215,-1.102664113
3.033481562,-0.045221481,0.40959388,-1.105962753
3.043481562,0.060510565,0.52883476,-1.081755042
3.053481562,0.14437364,0.630151153,-1.017788768
3.063481562,0.20160298,0.685635149,-0.940383375
3.073483125,0.240157306,0.731048584,-0.863449275
3.083483125,0.258745074,0.764855623,-0.78916806
3.093481562,0.266494334,0.775798857,-0.709738135
3.103481562,0.275901645,0.801996231,-0.630273283
3.113481562,0.302675009,0.85048151,-0.542448342
3.123481562,0.358159006,0.910538256,-0.452127546
3.13348,0.424760789,0.991678596,-0.35829863
3.143483125,0.477085739,1.046883345,-0.243089452
3.153483125,0.504749238,1.061753631,-0.112905346
3.163481562,0.518467486,1.054719925,0.011309734
3.173481562,0.532657027,1.048174977,0.111509085
3.183481562,0.553496242,1.052189231,0.192684352
3.193481562,0.591404796,1.044247985,0.261397958
3.203481562,0.658512712,1.034631133,0.323845834
3.213483125,0.729931593,1.032205224,0.393379748
3.223483125,0.785939217,1.013146162,0.477766424
3.233481562,0.823271811,0.976651311,0.566254616
3.243481562,0.838142037,0.943175912,0.649663925
3.253481562,0.822887838,0.925635338,0.719895959
3.263481562,0.768852413,0.929126024,0.775240362
3.273481562,0.678968012,0.962950528,0.813410699
3.283483125,0.572310925,1.017090559,0.853465974
3.293483125,0.479057968,1.087462306,0.890798569
3.303481562,0.427256614,1.142771721,0.889454663
3.313481562,0.396085024,1.201065779,0.845123351
3.323481562,0.339344352,1.253530383,0.767840147
3.333481562,0.23938936,1.288576603,0.675110817
3.343481562,0.100426242,1.33165133,0.610481262
3.353487812,-0.063477628,1.367360711,0.600794673
3.363483125,-0.214902386,1.355283022,0.627184093
3.373481562,-0.356553316,1.27532959,0.680102468
3.383481562,-0.444744796,1.172512174,0.752551079
3.393481562,-0.460819274,1.089259982,0.848439455
3.403481562,-0.406783879,1.053149104,0.957156003
3.413481562,-0.307369947,1.017683983,1.050408959
3.423483125,-0.199107155,0.991189957,1.135022521
3.433483125,-0.106046207,0.977733433,1.244402289
3.443483125,-0.018517943,0.936072409,1.391376495
3.453481562,0.081332341,0.865753114,1.568283081
3.463481562,0.204587489,0.840096772,1.745433927
3.473481562,0.327825189,0.868161678,1.888271689
3.48348,0.433295429,0.950680852,2.012696266
3.493481562,0.509688497,1.086397648,2.1329844
3.503483125,0.563601732,1.227280617,2.259782553
3.513483125,0.594040275,1.338021755,2.436165571
3.523481562,0.618195593,1.365632892,2.684997082
3.533481562,0.662631691,1.333274484,2.98004508
3.543481562,0.731345296,1.358599186,3.241250992
3.553481562,0.775589406,1.306937456,3.48739481
3.563481562,0.778207421,1.143435001,3.639604807
3.573483125,0.816499949,1.003634095,3.641297817
3.583483125,0.930993497,1.0923841,3.543541908
3.593481562,1.05152595,1.361636043,3.38988328
3.603481562,1.089818478,1.573414326,3.207897663
3.613481562,1.033130169,1.587184906,3.060173035
3.623481562,0.925966978,1.494106531,2.973325491
3.633481562,0.797615469,1.370746732,2.946936131
3.643483125,0.705915868,1.257527232,2.993518829
3.653481562,0.671375811,1.20717442,3.085829258
3.663481562,0.673662186,1.229270339,3.167475939
3.673481562,0.685268641,1.304581285,3.199258327
3.683481562,0.693314612,1.400801301,3.161978006
3.693481562,0.689055979,1.500302434,3.078114986
3.703481562,0.665965259,1.535174131,2.941420794
3.713483125,0.634514451,1.462533593,2.792107821
3.723483125,0.609992564,1.285382628,2.691489697
3.733481562,0.615856886,1.048942924,2.661557198
3.743481562,0.676541984,0.784071684,2.680197477
3.753481562,0.796481013,0.578384638,2.723027706
3.763481562,0.960419774,0.520823717,2.753152132
3.773481562,1.151638031,0.653625786,2.744477987
3.783483125,1.317374468,0.973317742,2.688278198
3.793483125,1.363486171,1.334984899,2.56137538
3.803481562,1.24984777,1.539188385,2.35608983
3.813481562,0.989968181,1.526953697,2.099316835
3.823481562,0.651723385,1.340988874,1.814950466
3.833481562,0.317457944,1.067530632,1.512764096
3.843481562,0.070563659,0.801821709,1.209949493
3.853483125,-0.039898228,0.596152127,0.920469165
3.863481562,-0.035622168,0.49778536,0.653695643
3.873483125,0.039008107,0.532901406,0.434761524
3.883481562,0.122033417,0.621284842,0.31084314
3.893481562,0.196209908,0.642734945,0.262078643
3.903481562,0.242321506,0.526077151,0.265953273
3.913481562,0.268710881,0.29035297,0.25542894
3.923481562,0.297788084,-0.001413717,0.1881814
3.933483125,0.337616503,-0.28478536,0.040421825
3.943483125,0.343707681,-0.475497514,-0.205146
3.953481562,0.279008329,-0.545467734,-0.516268373
3.963481562,0.12777555,-0.499617964,-0.834494293
3.973481562,-0.103672557,-0.392908514,-1.105194807
3.983481562,-0.394741118,-0.298800379,-1.293637991
3.993481562,-0.667728066,-0.29298842,-1.379176617
4.003483125,-0.831370115,-0.382698357,-1.377797842
4.013483125,-0.847165346,-0.538346827,-1.3330127
4.023481562,-0.732305229,-0.762185276,-1.305122256
4.033481562,-0.531295657,-0.996740103,-1.311929107
4.043481562,-0.317161232,-1.176858068,-1.348057389
4.053481562,-0.16997762,-1.279343843,-1.400295138
4.063481562,-0.136746541,-1.337847233,-1.461521268
4.073483125,-0.227189511,-1.360414386,-1.53520906
4.083483125,-0.428879768,-1.353764653,-1.634762645
4.093481562,-0.704187989,-1.330516815,-1.762957096
4.103481562,-0.99499476,-1.292224288,-1.900995135
4.113481562,-1.228258014,-1.226198554,-2.023988485
4.123481562,-1.35135603,-1.149055004,-2.107903957
4.13348,-1.344688892,-1.086676836,-2.152793884
4.143481562,-1.24518764,-1.041263461,-2.184611082
4.153483125,-1.106538773,-1.012674928,-2.204717398
4.163481562,-1.016497254,-1.07725215,-2.20897603
4.173481562,-1.007369161,-1.27726686,-2.200580835
4.183481562,-1.063376784,-1.553622246,-2.184471607
4.193481562,-1.16610682,-1.80280292,-2.224195242
4.203481562,-1.303377032,-1.937524915,-2.329560757
4.213483125,-1.446651101,-1.95379138,-2.44543314
4.223484687,-1.56819582,-1.858793139,-2.54257822
4.233481562,-1.633401275,-1.675882578,-2.582214594
4.243481562,-1.61746645,-1.463912368,-2.540989876
4.253481562,-1.530165076,-1.284754276,-2.412917614
4.263481562,-1.389892936,-1.202444553,-2.212239742
4.273481562,-1.217210054,-1.22333622,-1.989797473
4.283483125,-1.061596513,-1.267475605,-1.823869109
4.293483125,-0.950122356,-1.287442088,-1.726619363
4.303481562,-0.892561376,-1.264875054,-1.657713771
4.313481562,-0.881618142,-1.188377261,-1.611846447
4.323481562,-0.912685037,-1.064406514,-1.586277366
4.333481562,-0.967889786,-0.899123788,-1.567148566
4.343481562,-1.025153995,-0.725166857,-1.524178624
4.353483125,-1.051857591,-0.594371855,-1.429965734
4.363483125,-1.009829998,-0.492584258,-1.291753054
4.373489375,-0.913103878,-0.420083284,-1.110919476
4.383481562,-0.787143469,-0.421322495,-0.914046407
4.393481562,-0.676245272,-0.461342871,-0.751416624
4.403481562,-0.588629723,-0.478639096,-0.614931881
4.413481562,-0.537770867,-0.456071973,-0.507157743
4.423481562,-0.53316319,-0.407080591,-0.433016181
4.433483125,-0.570670307,-0.351648927,-0.378893524
4.443483125,-0.620516896,-0.282149941,-0.334893763
4.453481562,-0.676245272,-0.183905348,-0.296095103
4.463481562,-0.748362303,-0.116081849,-0.262340426
4.473481562,-0.810391247,-0.08874999,-0.235619456
4.483481562,-0.839887321,-0.068713613,-0.218846828
4.493481562,-0.838578343,-0.062936574,-0.202004403
4.503483125,-0.817337692,-0.080128066,-0.176522598
4.513483125,-0.78962183,-0.108507119,-0.128997281
4.523481562,-0.748519361,-0.140568823,-0.028902652
4.533481562,-0.675931096,-0.167656332,0.109379783
4.543481562,-0.58004272,-0.151738927,0.233629778
4.553481562,-0.50335294,-0.118350774,0.312134683
4.563481562,-0.47650978,-0.0879995,0.341316581
4.573483125,-0.494172513,-0.032882001,0.336429656
4.583483125,-0.553147197,0.045814894,0.317353219
4.593481562,-0.626852453,0.112242125,0.30503118
4.603481562,-0.681201994,0.181234986,0.313775301
4.613481562,-0.692982972,0.228585765,0.393240124
4.623481562,-0.622401834,0.210940495,0.541156769
4.633481562,-0.466701031,0.170536116,0.701186001
4.643483125,-0.278013498,0.156294227,0.822503865
4.653483125,-0.128281698,0.134774327,0.880134642
4.66352375,-0.039723694,0.126152396,0.883660197
4.673481562,-0.043266714,0.170344129,0.829956412
4.683481562,-0.14086552,0.268553823,0.736651123
4.693481562,-0.301296175,0.403048873,0.632280409
4.703481562,-0.483787805,0.553234458,0.579204977
4.713483125,-0.625683069,0.639296651,0.649943173
4.723483125,-0.651531398,0.637202263,0.823585987
4.733481562,-0.534821212,0.609503865,1.040163875
4.743481562,-0.313391328,0.554752886,1.228781581
4.753481562,-0.065868728,0.507943153,1.332820654
4.763481562,0.120794237,0.470767647,1.358232617
4.773481562,0.208165422,0.444605172,1.347132325
4.783483125,0.192073479,0.470313877,1.314302683
4.793483125,0.07787659,0.532901406,1.277179599
4.803483125,-0.081646502,0.555101991,1.273776174
4.813481562,-0.194831103,0.532150865,1.322435975
4.823481562,-0.203819543,0.509915411,1.389317036
4.833481562,-0.115139373,0.486091644,1.448640704
4.843481562,0.026843164,0.477975875,1.469445109
4.853483125,0.156154603,0.488116235,1.410609961
4.863483125,0.21345377,0.485131711,1.283026457
4.873483125,0.184760556,0.461273074,1.134010196
4.883481562,0.094282687,0.419908762,1.020336986
4.893481562,0.004590216,0.369503647,0.979112267
4.903481562,-0.030159289,0.334893763,1.002621889
4.913481562,0.001640609,0.331158757,1.053114176
4.923481562,0.092310466,0.368002683,1.112595081
4.933483125,0.203016698,0.451708674,1.132037997
4.943483125,0.280299872,0.561140835,1.101355076
4.953481562,0.281451792,0.682860076,1.030739069
4.963481562,0.207641825,0.780615985,0.938306451
4.973481562,0.087685339,0.841004372,0.86255914
4.983481562,-0.021554817,0.859679401,0.837827861
4.993481562,-0.076148719,0.829153538,0.87517792
5.003483125,-0.057386424,0.787771821,0.951588392
5.013483125,0.00858702,0.762167811,1.029080987
5.023481562,0.08817403,0.770772278,1.068071723
5.033481562,0.159243837,0.805574179,1.051072121
5.043481562,0.192579627,0.831981003,0.984295905
5.053481562,0.172508344,0.800599992,0.901898861
5.063484687,0.133954018,0.705444634,0.838281631
5.073483125,0.119904116,0.612401128,0.810007274
5.083483125,0.152559236,0.552431583,0.806499183
5.093481562,0.225112572,0.544560194,0.796620607
5.103481562,0.294192702,0.583184302,0.754069507
5.113484687,0.317806989,0.625997245,0.67322588
5.123481562,0.294943184,0.648040771,0.566359341
5.13348,0.245602727,0.66172415,0.455321491
5.143481562,0.18284069,0.695164621,0.367025286
5.153483125,0.113062426,0.734993041,0.31368804
5.163481562,0.061645027,0.788487375,0.288956702
5.173481562,0.043406337,0.846868634,0.275988907
5.183481562,0.057613317,0.910922229,0.25509733
5.193481562,0.100688048,0.960035801,0.210957944
5.203481562,0.150796443,0.976686239,0.149312913
5.213483125,0.177604705,0.956091344,0.082135193
5.223483125,0.157062173,0.885929108,0.031922072
5.233481562,0.098611102,0.771819472,0.012705997
5.243481562,0.022060962,0.639506102,0.020647245
5.253481562,-0.053494342,0.534489632,0.035971235
5.263481562,-0.112852991,0.467416614,0.044994589
5.273481562,-0.140813157,0.422683835,0.041434117
5.283483125,-0.140603721,0.409698576,0.021868976
5.293481562,-0.121981062,0.413887382,-0.016057029
5.303483125,-0.097040303,0.430502921,-0.06536258
5.313481562,-0.080546945,0.447886378,-0.121771619
5.323481562,-0.080808744,0.449265212,-0.172647968
5.333481562,-0.114703037,0.417884171,-0.199002445
5.343481562,-0.181095362,0.365018159,-0.194534391
5.353483125,-0.248133466,0.31653291,-0.167673782
5.363483125,-0.304612309,0.292447358,-0.139626339
5.373483125,-0.350374848,0.306270391,-0.121876344
5.383481562,-0.382645994,0.338174999,-0.108576931
5.393481562,-0.394566596,0.346587479,-0.100618228
5.403481562,-0.38241908,0.32449162,-0.100304075
5.413481562,-0.362574697,0.271904856,-0.107041046
5.423481562,-0.338681132,0.192911237,-0.117530473
5.433483125,-0.311645985,0.103969261,-0.126169845
5.443481562,-0.285221696,0.026476644,-0.126134947
5.453481562,-0.265988171,-0.033021629,-0.118612573
5.463481562,-0.251083076,-0.090617493,-0.102782436
5.473481562,-0.226857901,-0.132400677,-0.079587013
5.483481562,-0.188931897,-0.152559236,-0.049462631
5.493481562,-0.14437364,-0.161181152,-0.021537364
5.503483125,-0.106150925,-0.169209674,-0.000488692
5.513483125,-0.073775068,-0.163118467,0.019739674
5.523481562,-0.061173789,-0.148318082,0.038676497
5.533481562,-0.058887407,-0.121823981,0.032794736
5.543481562,-0.054733526,-0.122452296,0.022724187
5.553481562,-0.059428461,-0.074700095,0.006754424
5.563481562,-0.071959928,-0.052167892,-0.012618731
5.573483125,-0.085590944,-0.029321531,-0.038362335
5.583483125,-0.093724184,0.009581857,-0.070319317
5.593481562,-0.101368725,0.03939208,-0.106360361
5.603481562,-0.10939724,0.061191242,-0.146363318
5.613481562,-0.12266174,0.082187556,-0.183783174
5.623481562,-0.142471224,0.105260804,-0.211656079
5.633483125,-0.162699595,0.131458193,-0.227398947
5.643483125,-0.174602732,0.145752445,-0.229440987
5.653483125,-0.173485726,0.14028956,-0.210434347
5.663481562,-0.149295464,0.125279739,-0.169157311
